OBJECTID,OBJECTID_1,UWI,Source,API_Number,IC_Number,Operator_Name,Current_Operator_Name,Lease_Name,Well_Num,Field_Name,State_Name,County_Name,OS_Indicator,Hole_Direction,Well_Status,Current_Status,Geologic_Province_Name,Play_Name,Play_Type,Permit_Number,Permit_Date,Depth_Total_Driller,Depth_Total_Logger,Depth_True_Vertical,Depth_Whipstock,Class_Initial_Name,Class_Initial_Code,Class_Final_Name,Class_Final_Code,Status_Final_Code,Formation_Projected_Name,Depth_Total_Projected,Top_Source,Interpreter,Formation_at_TD_Name,Formation_Producing_Name,Elevation_Reference_Value,Elevation_Reference_Datum,Ground_Elevation,Date_First_Spud,Date_Spud,Date_Completion,Date_Rig_Release,Date_Abandonment,Date_First_Report,Date_Last_Activity,Depth_Water_Value,Depth_Water_Datum,Surface_Latitude,Surface_Longitude,Surface_LL_Source,Proposed_BH_Latitude,Proposed_BH_Longitude,Proposed_BH_LL_Source,BH_Latitude,BH_Longitude,BH_LL_Source,Activity_Code,Permit_Filer_Long,Permit_Phone,BH_lat,BH_long
2766,139393,35049369990000.000000000000000,PI,35049369990000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,CHRISTIAN-WALLACE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,5/27/1948 00:00:00,6607.000000000000000,6607,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,SPRINGER,GIBSON,975.000000000000000,GR,975.000000000000000,,6/6/1948 00:00:00,8/3/1948 00:00:00,,,8/15/1948 00:00:00,10/29/2014 00:00:00,,,34.592091000000003,-97.349941999999999,IH,,,,,,,D,,,,
2767,139394,35049370000000.000000000000000,PI,35049370000000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,M COTTRELL,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,10/22/1947 00:00:00,6532.000000000000000,6532,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,SYLVAN,DEESE 3,898.000000000000000,GR,898.000000000000000,,11/1/1947 00:00:00,1/6/1948 00:00:00,,,1/15/1948 00:00:00,10/29/2014 00:00:00,,,34.581245299999999,-97.337078899999995,IH,,,,,,,D,,,,
2768,139395,35049370010000.000000000000000,PI,35049370010000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,W W GARVIN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,8/20/1947 00:00:00,6278.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,SAND,GIBSON,904.000000000000000,KB,904.000000000000000,,8/30/1947 00:00:00,10/21/1947 00:00:00,,,10/15/1947 00:00:00,10/22/2014 00:00:00,,,34.584516499999999,-97.336768800000002,IH,,,,,,,D,,,,
2769,139396,35049370020000.000000000000000,PI,35049370020000.000000000000000,,CARTER OIL COMPANY,CARTER OIL COMPANY,GARVIN W W,2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-O,,SO OKLA FOLDED BELT,,,,10/14/1947 00:00:00,6758.000000000000000,6751,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,UNKNOWN,,PI,,GIBSON,,900.000000000000000,GR,900.000000000000000,,10/24/1947 00:00:00,2/17/1948 00:00:00,,,2/15/1948 00:00:00,11/6/2014 00:00:00,,,34.584852699999999,-97.341276500000006,IH,,,,,,,D,,,,
2770,139397,35049370030000.000000000000000,PI,35049370030000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,MOORE-GARVIN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,6/18/1948 00:00:00,6730.000000000000000,6713,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,DEESE 2,DEESE 2,954.000000000000000,DF,,,6/28/1948 00:00:00,9/8/1948 00:00:00,,2/15/1967 00:00:00,9/15/1948 00:00:00,1/9/2015 00:00:00,,,34.584845399999999,-97.345661699999994,IH,,,,,,,D,,,,
2771,139398,35049370030001.000000000000000,PI,35049370030001.000000000000000,,CARTER OIL COMPANY,CARTER OIL COMPANY,MOORE-GARVIN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,,SO OKLA FOLDED BELT,,,,8/10/1951 00:00:00,6730.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,4,UNKNOWN,,,,DEESE 2,GIBSON,954.000000000000000,DF,,,8/20/1951 00:00:00,10/7/1951 00:00:00,,2/15/1967 00:00:00,3/5/1997 00:00:00,6/25/2015 00:00:00,,,34.584845399999999,-97.345661699999994,IH,,,,,,,D,,,,
2772,139399,35049370040000.000000000000000,PI,35049370040000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,ROADY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,11/14/1946 00:00:00,6281.000000000000000,6281,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,MAYES,PENNSYLVANIAN,914.000000000000000,GR,914.000000000000000,,11/24/1946 00:00:00,1/28/1947 00:00:00,,,1/15/1947 00:00:00,11/12/2014 00:00:00,,,34.592008100000001,-97.336489499999999,IH,,,,,,,D,,,,
2773,139400,35049370050000.000000000000000,PI,35049370050000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,ROADY-COLLEY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,4/23/1947 00:00:00,6286.000000000000000,6286,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,MAYES,GIBSON,916.000000000000000,GR,916.000000000000000,,5/3/1947 00:00:00,7/1/1947 00:00:00,,,7/15/1947 00:00:00,11/6/2014 00:00:00,,,34.588486400000001,-97.337017599999996,IH,,,,,,,D,,,,
2774,139401,35049370060000.000000000000000,PI,35049370060000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,ROADY-GARVIN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,10/12/1948 00:00:00,7147.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,DEESE 3,DEESE 3,957.000000000000000,GR,957.000000000000000,,10/22/1948 00:00:00,1/5/1949 00:00:00,,,1/15/1949 00:00:00,11/6/2014 00:00:00,,,34.584838099999999,-97.349964999999997,IH,,,,,,,D,,,,
2775,139402,35049370070000.000000000000000,PI,35049370070000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,STEVENSON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,6/17/1947 00:00:00,6303.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,MAYES,GIBSON,939.000000000000000,GR,939.000000000000000,,6/27/1947 00:00:00,8/12/1947 00:00:00,,2/8/1967 00:00:00,8/15/1947 00:00:00,1/13/2015 00:00:00,,,34.588479499999998,-97.341245999999998,IH,,,,,,,D,,,,
2776,139403,35049370080000.000000000000000,PI,35049370080000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,STEVENSON-RICHRDSON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,11/10/1947 00:00:00,6350.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,DEESE 3,DEESE 3,949.000000000000000,ES,,,11/20/1947 00:00:00,1/20/1948 00:00:00,,,1/15/1948 00:00:00,11/12/2014 00:00:00,,,34.588472199999998,-97.345631400000002,IH,,,,,,,D,,,,
2777,139404,35049370090000.000000000000000,PI,35049370090000.000000000000000,,FORDEE RHOADES ETAL,R & D OIL COMPANY,KATIE TOWNSITE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,5/7/1951 00:00:00,6837.000000000000000,6827,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,UNKNOWN,,PI,,HART /GOLDEN TREND/,GIBSON,965.000000000000000,KB,963.000000000000000,,5/17/1951 00:00:00,7/24/1951 00:00:00,,12/10/1966 00:00:00,7/15/1951 00:00:00,1/20/2015 00:00:00,,,34.581223999999999,-97.349976499999997,IH,,,,,,,D,,,,
2778,139405,35049370100000.000000000000000,PI,35049370100000.000000000000000,,ROREM S D,R & D OIL COMPANY,FEE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,8/5/1947 00:00:00,6232.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,SAND,SAND,924.000000000000000,GR,924.000000000000000,,8/15/1947 00:00:00,10/28/1947 00:00:00,,,10/15/1947 00:00:00,10/22/2014 00:00:00,,,34.592037400000002,-97.341216000000003,IH,,,,,,,D,,,,
2779,139407,35049370120000.000000000000000,PI,35049370120000.000000000000000,,CARTER OIL COMPANY,ASTRO DRILLING COMPANY,CHRISTIAN G O,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,3/8/1948 00:00:00,6124.000000000000000,6126,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,DEESE 2,DEESE 2,919.000000000000000,KB,909.000000000000000,,3/18/1948 00:00:00,5/25/1948 00:00:00,,10/29/1985 00:00:00,5/15/1948 00:00:00,1/26/2015 00:00:00,,,34.581202800000000,-97.328217800000004,IH,,,,,,,D,,,,
2780,139408,35049370120001.000000000000000,PI,35049370120001.000000000000000,,CARTER OIL COMPANY,ASTRO DRILLING COMPANY,CHRISTIAN G O,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,1/1/1949 00:00:00,6130.000000000000000,,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,,,DEESE 2,SAND,919.000000000000000,KB,909.000000000000000,,1/1/1949 00:00:00,12/16/1949 00:00:00,,10/29/1985 00:00:00,12/15/1949 00:00:00,7/30/2015 00:00:00,,,34.581202800000000,-97.328217800000004,IH,,,,,,,D,,,,
2781,139409,35049370120002.000000000000000,PI,35049370120002.000000000000000,,CARTER OIL COMPANY,HUMBLE OIL COMPANY,CHRISTIAN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,1/1/1958 00:00:00,6130.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,GIBSON,GIBSON,919.000000000000000,KB,909.000000000000000,,1/1/1958 00:00:00,10/10/1958 00:00:00,,10/29/1985 00:00:00,10/15/1958 00:00:00,6/25/2015 00:00:00,,,34.581202800000000,-97.328217800000004,IH,,,,,,,D,,,,
2782,139410,35049370120003.000000000000000,PI,35049370120003.000000000000000,,RAMSEY PROP MGMT INC,ASTRO DRILLING COMPANY,AYERS,5-Jan,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,10/17/1980 00:00:00,6975.000000000000000,,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-OIL,DO,1,BROMIDE,7200.000000000000000,PI,,HUNTON,GIBSON UPPER,919.000000000000000,KB,909.000000000000000,,10/27/1980 00:00:00,2/3/1981 00:00:00,,10/29/1985 00:00:00,10/21/1980 00:00:00,7/30/2015 00:00:00,,,34.581202800000000,-97.328217800000004,IH,,,,,,,D,,,,
2783,139411,35049370130000.000000000000000,PI,35049370130000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,CRUMP-COLLEY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,8/5/1947 00:00:00,6249.000000000000000,6248,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,SAND,PENNSYLVANIAN DESMOINESIAN SAND,948.000000000000000,GR,948.000000000000000,,8/15/1947 00:00:00,10/21/1947 00:00:00,,2/11/1967 00:00:00,10/15/1947 00:00:00,2/4/2015 00:00:00,,,34.584853400000000,-97.332380799999996,IH,,,,,,,D,,,,
2784,139412,35049370140000.000000000000000,PI,35049370140000.000000000000000,,CARTER OIL COMPANY,CARTER OIL COMPANY,JOHNSON ANNIE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-OG,,SO OKLA FOLDED BELT,,,,7/13/1948 00:00:00,6469.000000000000000,6469,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,UNKNOWN,,PI,,WOODFORD,,911.000000000000000,GR,911.000000000000000,,7/23/1948 00:00:00,12/31/1948 00:00:00,,,1/15/1949 00:00:00,11/12/2014 00:00:00,,,34.581172500000001,-97.323832899999999,IH,,,,,,,D,,,,
2785,139413,35049370150000.000000000000000,PI,35049370150000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,ROADY J D,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,4/1/1947 00:00:00,6230.000000000000000,6229,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,MAYES,PENNSYLVANIAN,904.000000000000000,GR,904.000000000000000,,4/10/1947 00:00:00,6/14/1947 00:00:00,,,6/15/1947 00:00:00,10/22/2014 00:00:00,,,34.588482200000001,-97.332632200000006,IH,,,,,,,D,,,,
2786,139414,35049370160000.000000000000000,PI,35049370160000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,ROADY W B,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,12/31/1947 00:00:00,6308.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,MAYES,GIBSON,957.000000000000000,KB,957.000000000000000,,1/8/1948 00:00:00,3/2/1948 00:00:00,,,1/15/1973 00:00:00,11/12/2014 00:00:00,,,34.584824800000000,-97.328214900000006,IH,,,,,,,D,,,,
2787,139415,35049370170000.000000000000000,PI,35049370170000.000000000000000,,CARTER OIL COMPANY,EXXONMOBIL CORPORATION,RANDOLPH,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,6/7/1947 00:00:00,6219.000000000000000,6219,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,MAYES,GIBSON,974.000000000000000,GR,974.000000000000000,,6/17/1947 00:00:00,8/12/1947 00:00:00,,7/19/1965 00:00:00,8/15/1947 00:00:00,11/20/2014 00:00:00,,,34.588451700000000,-97.328211999999994,IH,,,,,,,D,,,,
2788,139416,35049370170001.000000000000000,PI,35049370170001.000000000000000,,CARTER OIL COMPANY,CARTER OIL COMPANY,RANDOLPH,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&AW,,SO OKLA FOLDED BELT,,,,10/4/1959 00:00:00,6219.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,,,,,MAYES,,974.000000000000000,GR,974.000000000000000,,10/14/1959 00:00:00,10/28/1959 00:00:00,,7/19/1965 00:00:00,10/15/1959 00:00:00,6/25/2015 00:00:00,,,34.588451700000000,-97.328211999999994,IH,,,,,,,D,,,,
2789,139417,35049370180000.000000000000000,PI,35049370180000.000000000000000,,CARTER OIL COMPANY,CARTER OIL COMPANY,ACREE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-OG,,SO OKLA FOLDED BELT,,,,10/5/1948 00:00:00,6098.000000000000000,6097,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,UNKNOWN,,PI,,GIBSON,,945.000000000000000,GR,945.000000000000000,,10/15/1948 00:00:00,12/7/1948 00:00:00,,,12/15/1948 00:00:00,10/15/2014 00:00:00,,,34.592009599999997,-97.328043199999996,IH,,,,,,,D,,,,
2790,139418,35049370180001.000000000000000,PI,35049370180001.000000000000000,,KIRKPATRICK OIL CO,KIRKPATRICK OIL COMPANY,ACREE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,GAS-WO,P,SO OKLA FOLDED BELT,,,,1/1/1954 00:00:00,6115.000000000000000,6115,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-GAS,DG,2,UNKNOWN,,,,GIBSON,DEESE 2,945.000000000000000,GR,945.000000000000000,,1/1/1954 00:00:00,9/29/1954 00:00:00,,,9/15/1973 00:00:00,7/30/2015 00:00:00,,,34.592009599999997,-97.328043199999996,IH,,,,,,,D,,,,
2791,139419,35049370190000.000000000000000,PI,35049370190000.000000000000000,,KIRKPATRICK OIL CO,KIRKPATRICK RONALD B,JOHNSON,1-A,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,6/17/1953 00:00:00,6191.000000000000000,6191,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,PENNSYLVANIAN,DEESE 1,899.000000000000000,GR,899.000000000000000,,6/27/1953 00:00:00,10/14/1953 00:00:00,,1/26/1990 00:00:00,10/15/1953 00:00:00,1/26/2015 00:00:00,,,34.580537600000000,-97.324607400000005,IH,,,,,,,D,,,,
2792,139420,35049370200000.000000000000000,PI,35049370200000.000000000000000,,ROREM S D,ROREM S D,GRIMES,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,GAS,,SO OKLA FOLDED BELT,,,,1/25/1948 00:00:00,6122.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,UNKNOWN,,PI,,SAND,SAND,895.000000000000000,GR,895.000000000000000,,2/4/1948 00:00:00,6/1/1948 00:00:00,,,1/15/1973 00:00:00,11/6/2014 00:00:00,,,34.581233699999999,-97.332694000000004,IH,,,,,,,D,,,,
2793,140326,35049379170000.000000000000000,PI,35049379170000.000000000000000,,OIL CARRIERS INC,OIL CARRIERS INCORPORATED,MARTIN-ROSE,2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,,SO OKLA FOLDED BELT,,,,10/13/1947 00:00:00,10160.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,BROMIDE 2,BROMIDE,974.000000000000000,GR,974.000000000000000,,10/23/1947 00:00:00,3/9/1948 00:00:00,,,1/15/1973 00:00:00,1/22/2015 00:00:00,,,34.853673200000003,-97.565051299999993,IH,,,,,,,D,,,,
2794,140327,35049379170001.000000000000000,PI,35049379170001.000000000000000,,BAUMAN & PRAY,MERIT ENERGY COMPANY,MARTIN-ROSE,2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,GAS-WO,A,SO OKLA FOLDED BELT,,,,12/22/1949 00:00:00,11232.000000000000000,11218,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-GAS,DG,2,,,PI,,ARBUCKLE,,974.000000000000000,GR,974.000000000000000,,1/1/1950 00:00:00,3/7/1950 00:00:00,,,9/15/1973 00:00:00,7/30/2015 00:00:00,,,34.853673200000003,-97.565051299999993,IH,,,,,,,D,,,,
2795,140328,35049379170002.000000000000000,PI,35049379170002.000000000000000,,VASTAR RESOURCES INC,VASTAR RESOURCES INCORPORATED,MARTIN-ROSE,2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,AB-LOC,,SO OKLA FOLDED BELT,,,,10/20/1994 00:00:00,,,,,DEVELOPMENT RECOMPLETION,D X,,,A,VIOLA,9750.000000000000000,,,,,974.000000000000000,GR,974.000000000000000,,,,,,10/20/1994 00:00:00,7/6/2015 00:00:00,,,34.853673200000003,-97.565051299999993,IH,,,,,,,E,,,,
2796,140329,35049379180000.000000000000000,PI,35049379180000.000000000000000,,BAUMAN ETAL,ARCO PERMIAN,MARTIN-ROSE,3,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,6/23/1948 00:00:00,11095.000000000000000,11095,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,BROMIDE,,PI,,OIL CREEK,BROMIDE 1,979.000000000000000,GR,979.000000000000000,,7/3/1948 00:00:00,3/8/1949 00:00:00,,,3/15/1949 00:00:00,10/15/2014 00:00:00,,,34.849792500000000,-97.565014599999998,IH,,,,,,,D,,,,
2797,140330,35049379180001.000000000000000,PI,35049379180001.000000000000000,,BAUMAN ETAL,ARCO PERMIAN,MARTIN ROSE,3,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL-WO,P,SO OKLA FOLDED BELT,,,,12/22/1949 00:00:00,11095.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,OIL CREEK,,,,OIL CREEK,BROMIDE 1,979.000000000000000,DF,965.000000000000000,,1/1/1950 00:00:00,2/14/1950 00:00:00,,,2/15/1950 00:00:00,6/25/2015 00:00:00,,,34.849792500000000,-97.565014599999998,IH,,,,,,,D,,,,
2798,140331,35049379180002.000000000000000,PI,35049379180002.000000000000000,,ATLANTIC RICHFLD CO,MERIT ENERGY COMPANY,MARTIN ROSE,3,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,GAS-WO,P,SO OKLA FOLDED BELT,,,,3/17/1974 00:00:00,11095.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-GAS,DG,2,,8840.000000000000000,,,OIL CREEK,SYCAMORE,966.000000000000000,GR,966.000000000000000,,3/27/1974 00:00:00,4/28/1974 00:00:00,,,1/15/1975 00:00:00,6/25/2015 00:00:00,,,34.849792500000000,-97.565014599999998,IH,,,,,,,D,,,,
2799,140332,35049379180003.000000000000000,PI,35049379180003.000000000000000,,VASTAR RESOURCES INC,MERIT ENERGY COMPANY,MARTIN-ROSE,3,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL-WO,A,SO OKLA FOLDED BELT,,,,11/18/1999 00:00:00,11119.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,VIOLA,9270.000000000000000,PI,,VIOLA UPPER,SYCAMORE,979.000000000000000,GR,979.000000000000000,,4/1/2000 00:00:00,4/11/2000 00:00:00,,,11/22/1999 00:00:00,7/7/2015 00:00:00,,,34.849792500000000,-97.565014599999998,IH,,,,,,,D,,,,
2800,140333,35049379190000.000000000000000,PI,35049379190000.000000000000000,,CARTER OIL COMPANY,EXXONMOBIL CORPORATION,OLLIE MITCHELL,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,8/8/1948 00:00:00,10227.000000000000000,10227,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,BROMIDE 2,GIBSON,981.000000000000000,GR,981.000000000000000,,8/18/1948 00:00:00,3/1/1949 00:00:00,,,3/15/1949 00:00:00,10/20/2014 00:00:00,,,34.842584000000002,-97.569420300000004,IH,,,,,,,D,,,,
2801,140334,35049379190001.000000000000000,PI,35049379190001.000000000000000,,EXXON CORPORATION,MERIT ENERGY COMPANY,MITCHELL OLLIE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,GAS-WO,P,SO OKLA FOLDED BELT,,,,6/23/1989 00:00:00,10240.000000000000000,,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-GAS,DG,2,SIMPSON,10125.000000000000000,,,SIMPSON,HUNTON,984.000000000000000,DF,,,8/1/1989 00:00:00,10/22/1989 00:00:00,,,7/6/1989 00:00:00,8/3/2015 00:00:00,,,34.842584000000002,-97.569420300000004,IH,,,,,,,D,,,,
2802,140335,35049379190002.000000000000000,PI,35049379190002.000000000000000,,EXXONMOBIL CORP,EXXONMOBIL CORPORATION,MITCHELL OLLIE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,CANCEL,,SO OKLA FOLDED BELT,,,,11/28/2000 00:00:00,,,,,DEVELOPMENT RECOMPLETION,D X,,,A,VIOLA,9830.000000000000000,,,,,968.000000000000000,GR,968.000000000000000,,,,,,11/28/2000 00:00:00,7/27/2015 00:00:00,,,34.842584000000002,-97.569420300000004,IH,,,,,,,E,,2816541021.000000000000000,,
2803,140336,35049379200000.000000000000000,PI,35049379200000.000000000000000,,CITIES SERVICE,CITIES SERVICE COMPANY,STREET,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,4/29/1948 00:00:00,10380.000000000000000,10380,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,BROMIDE LOWER,BROMIDE 1,983.000000000000000,KB,981.000000000000000,,5/9/1948 00:00:00,10/5/1948 00:00:00,,,10/15/1948 00:00:00,10/29/2014 00:00:00,,,34.842620099999998,-97.573837600000004,IH,,,,,,,D,,,,
2804,140337,35049379200001.000000000000000,PI,35049379200001.000000000000000,,CITIES SERVICE,CITIES SERVICE,STREET,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&AWOG,,SO OKLA FOLDED BELT,,,,4/27/1959 00:00:00,10380.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,,,,,BROMIDE LOWER,,983.000000000000000,KB,981.000000000000000,,5/7/1959 00:00:00,5/20/1959 00:00:00,,,5/15/1959 00:00:00,6/25/2015 00:00:00,,,34.842620099999998,-97.573837600000004,IH,,,,,,,D,,,,
2805,140338,35049379210000.000000000000000,PI,35049379210000.000000000000000,,MAGNOLIA PET CO,MAGNOLIA PETROLEUM COMPANY,MARTIN-ROSE,2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,,SO OKLA FOLDED BELT,,,,4/9/1949 00:00:00,11208.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,OIL CREEK LOWER,HART /GOLDEN TREND/,975.000000000000000,KB,974.000000000000000,,4/19/1949 00:00:00,11/22/1949 00:00:00,,,11/15/1949 00:00:00,11/12/2014 00:00:00,,,34.849830799999999,-97.569488399999997,IH,,,,,,,D,,,,
