OBJECTID,OBJECTID_1,UWI,Source,API_Number,IC_Number,Operator_Name,Current_Operator_Name,Lease_Name,Well_Num,Field_Name,State_Name,County_Name,OS_Indicator,Hole_Direction,Well_Status,Current_Status,Geologic_Province_Name,Play_Name,Play_Type,Permit_Number,Permit_Date,Depth_Total_Driller,Depth_Total_Logger,Depth_True_Vertical,Depth_Whipstock,Class_Initial_Name,Class_Initial_Code,Class_Final_Name,Class_Final_Code,Status_Final_Code,Formation_Projected_Name,Depth_Total_Projected,Top_Source,Interpreter,Formation_at_TD_Name,Formation_Producing_Name,Elevation_Reference_Value,Elevation_Reference_Datum,Ground_Elevation,Date_First_Spud,Date_Spud,Date_Completion,Date_Rig_Release,Date_Abandonment,Date_First_Report,Date_Last_Activity,Depth_Water_Value,Depth_Water_Datum,Surface_Latitude,Surface_Longitude,Surface_LL_Source,Proposed_BH_Latitude,Proposed_BH_Longitude,Proposed_BH_LL_Source,BH_Latitude,BH_Longitude,BH_LL_Source,Activity_Code,Permit_Filer_Long,Permit_Phone,BH_lat,BH_long
2727,138963,35049366200000.000000000000000,PI,35049366200000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,W HALE,2,KATIE,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,7/1/1949 00:00:00,6777.000000000000000,6779,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,DEESE 3,DEESE 3,1002.000000000000000,GR,1002.000000000000000,,7/11/1949 00:00:00,8/30/1949 00:00:00,,1/4/1975 00:00:00,8/15/1949 00:00:00,2/3/2015 00:00:00,,,34.592098999999997,-97.358646500000006,IH,,,,,,,D,,,,
2728,138964,35049366210000.000000000000000,PI,35049366210000.000000000000000,,CARTER OIL COMPANY,EXXONMOBIL CORPORATION,WALTERS-HOFFMAN,1,KATIE,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,4/2/1950 00:00:00,6951.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,DEESE 4,GIBSON,961.000000000000000,DF,,,4/12/1950 00:00:00,6/6/1950 00:00:00,,9/2/1987 00:00:00,6/15/1950 00:00:00,1/21/2015 00:00:00,,,34.584808400000000,-97.363188199999996,IH,,,,,,,D,,,,
2729,138965,35049366210001.000000000000000,PI,35049366210001.000000000000000,,EXXON CO USA,EXXONMOBIL CORPORATION,WALTERS-HOFFMAN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,4/30/1973 00:00:00,6951.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,LAYTON,5725.000000000000000,,,DEESE,LAYTON,961.000000000000000,DF,,,5/10/1973 00:00:00,5/17/1973 00:00:00,,9/2/1987 00:00:00,6/15/1974 00:00:00,7/7/2015 00:00:00,,,34.584808400000000,-97.363188199999996,IH,,,,,,,D,,,,
2730,138966,35049366220000.000000000000000,PI,35049366220000.000000000000000,,CARTER OIL COMPANY,EXXONMOBIL CORPORATION,WALTERS-HOFFMAN,2,KATIE,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,5/26/1951 00:00:00,7926.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,UNKNOWN,DEESE 3,965.000000000000000,KB,962.000000000000000,,6/5/1951 00:00:00,8/14/1951 00:00:00,,5/12/1977 00:00:00,1/15/1973 00:00:00,1/9/2015 00:00:00,,,34.581182900000002,-97.363065100000000,IH,,,,,,,D,,,,
2731,138967,35049366230000.000000000000000,PI,35049366230000.000000000000000,,DEEP ROCK OIL CORP,CLAMPITT R L & ASSOCIATE INCORPORATED,GRIMES,1,KATIE,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,9/16/1949 00:00:00,6945.000000000000000,6945,,,NEW FIELD WILDCAT,WF,NEW FIELD WILDCAT-DISCOVERY,WFD,4,,,PI,,SPRINGER,GIBSON,987.000000000000000,GR,987.000000000000000,,9/26/1949 00:00:00,11/29/1949 00:00:00,,10/26/1973 00:00:00,11/15/1949 00:00:00,2/6/2015 00:00:00,,,34.592095000000000,-97.363231499999998,IH,,,,,,,D,,,,
2732,138968,35049366240000.000000000000000,PI,35049366240000.000000000000000,,DEEP ROCK OIL CORP,GENERAL AMERICAN OIL COMPANY OF TEXAS,HENSLEY,1,KATIE,OKLAHOMA,GARVIN,,VERTICAL,ABD-GW,P,SO OKLA FOLDED BELT,,,,12/6/1949 00:00:00,6890.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,,,PI,,UNKNOWN,HART /GOLDEN TREND/,968.000000000000000,GR,968.000000000000000,,12/16/1949 00:00:00,2/14/1950 00:00:00,,10/31/1973 00:00:00,1/15/1973 00:00:00,11/20/2014 00:00:00,,,34.588430799999998,-97.363043200000007,IH,,,,,,,D,,,,
2733,138969,35049366240001.000000000000000,PI,35049366240001.000000000000000,,GEN AMER OIL CO,GENERAL AMERICAN OIL COMPANY,HENSLEY,1,KATIE,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,,SO OKLA FOLDED BELT,,,,4/20/1962 00:00:00,6837.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART /GOLDEN TREND/,GIBSON,960.000000000000000,GR,960.000000000000000,,4/30/1962 00:00:00,5/2/1962 00:00:00,,10/31/1973 00:00:00,2/21/1997 00:00:00,6/25/2015 00:00:00,,,34.588430799999998,-97.363043200000007,IH,,,,,,,D,,,,
2734,138970,35049366250000.000000000000000,PI,35049366250000.000000000000000,,SUPERIOR OIL ETAL,SUPERIOR OIL COMPANY THE,MUNDY-WALTERS,1,KATIE,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,2/18/1951 00:00:00,6990.000000000000000,6987,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART /GOLDEN TREND/,GIBSON,999.000000000000000,GR,999.000000000000000,,2/28/1951 00:00:00,4/24/1951 00:00:00,,,4/15/1951 00:00:00,10/22/2014 00:00:00,,,34.588414999999998,-97.367500600000000,IH,,,,,,,D,,,,
2735,138971,35049366250001.000000000000000,PI,35049366250001.000000000000000,,SUPERIOR OIL CO ETAL,DALE GEORGE,MUNDY-WALTERS,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL-WO,A,SO OKLA FOLDED BELT,,,,12/30/1974 00:00:00,6992.000000000000000,,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-OIL,DO,1,DEESE,6100.000000000000000,PI,,PENNSYLVANIAN,LAYTON,999.000000000000000,DF,991.000000000000000,,1/9/1975 00:00:00,1/16/1975 00:00:00,,,5/15/1975 00:00:00,7/30/2015 00:00:00,,,34.588414999999998,-97.367500600000000,IH,,,,,,,D,,,,
2736,138972,35049366260000.000000000000000,PI,35049366260000.000000000000000,,SUPERIOR OIL CO ETAL,CLAMPITT R L & ASSOCIATE INCORPORATED,WALTERS-MUNDY,1,KATIE,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,5/13/1951 00:00:00,7030.000000000000000,7030,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART LOWER /GOLDEN TREND/,GIBSON,962.000000000000000,KB,959.000000000000000,,5/23/1951 00:00:00,7/10/1951 00:00:00,,,7/15/1951 00:00:00,11/6/2014 00:00:00,,,34.584788500000002,-97.367573399999998,IH,,,,,,,D,,,,
2737,138973,35049366260001.000000000000000,PI,35049366260001.000000000000000,,CLAMPITT R L&ASSOC I,CLAMPITT R L & ASSOCIATE INCORPORATED,WKTDSU,41,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,O&G-WO,A,SO OKLA FOLDED BELT,,,,8/22/2003 00:00:00,7030.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,7,HART,6929.000000000000000,,,HART LOWER /GOLDEN TREND/,GIBSON,962.000000000000000,KB,951.000000000000000,,9/1/2003 00:00:00,11/28/2003 00:00:00,,,10/10/2003 00:00:00,1/29/2015 00:00:00,,,34.584788500000002,-97.367573399999998,IH,,,,,,,D,,9183366668.000000000000000,,
2738,138974,35049366270000.000000000000000,PI,35049366270000.000000000000000,,ZEPHYR PETROLEUM CO,ZEPHYR PETROLEUM COMPANY,HENSLEY,1,KATIE,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,,SO OKLA FOLDED BELT,,,,3/12/1951 00:00:00,6826.000000000000000,6826,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,GIBSON LOWER,GIBSON,992.000000000000000,DF,982.000000000000000,,3/22/1951 00:00:00,5/15/1951 00:00:00,,8/2/1974 00:00:00,5/15/1951 00:00:00,7/7/2014 00:00:00,,,34.581212800000003,-97.354361499999996,IH,,,,,,,D,,,,
2739,138975,35049366270001.000000000000000,PI,35049366270001.000000000000000,,CRAIN & DEISENROTH,R & D OIL COMPANY,HENSLEY,1,KATIE,OKLAHOMA,GARVIN,,VERTICAL,ABD-GW,P,SO OKLA FOLDED BELT,,,,10/7/1966 00:00:00,6827.000000000000000,,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-GAS,DG,2,,,,,GIBSON 2,LAYTON,992.000000000000000,DF,982.000000000000000,,10/17/1966 00:00:00,11/8/1966 00:00:00,,8/2/1974 00:00:00,11/15/1966 00:00:00,7/30/2015 00:00:00,,,34.581212800000003,-97.354361499999996,IH,,,,,,,D,,,,
2740,139364,35049369800000.000000000000000,PI,35049369800000.000000000000000,,CARTER OIL COMPANY,RICHARDSON WM S,COTTRELL-MOSS,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,3/30/1949 00:00:00,6455.000000000000000,6455,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,GIBSON,DEESE 2,890.000000000000000,GR,890.000000000000000,,4/8/1949 00:00:00,7/26/1949 00:00:00,,11/29/1979 00:00:00,7/15/1949 00:00:00,2/12/2015 00:00:00,,,34.577576700000002,-97.328316599999994,IH,,,,,,,D,,,,
2741,139365,35049369800001.000000000000000,PI,35049369800001.000000000000000,,HUMBLE OIL & REFG CO,HUMBLE OIL & REFINING COMPANY,COTTRELL & MOSS,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-GW,,SO OKLA FOLDED BELT,,,,12/22/1965 00:00:00,6455.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-GAS,DG,2,,,,,GIBSON,LAYTON,890.000000000000000,GR,890.000000000000000,,1/1/1966 00:00:00,3/3/1966 00:00:00,,11/29/1979 00:00:00,3/15/1966 00:00:00,6/25/2015 00:00:00,,,34.577576700000002,-97.328316599999994,IH,,,,,,,D,,,,
2742,139366,35049369810000.000000000000000,PI,35049369810000.000000000000000,,CARTER OIL COMPANY,HUMBLE OIL COMPANY,PERCY HAMILTON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,1/2/1950 00:00:00,7066.000000000000000,7066,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,GIBSON,DEESE 1,892.000000000000000,GR,892.000000000000000,,1/12/1950 00:00:00,5/26/1950 00:00:00,,2/2/1967 00:00:00,5/15/1950 00:00:00,1/20/2015 00:00:00,,,34.573943000000000,-97.328293200000005,IH,,,,,,,D,,,,
2743,139367,35049369810001.000000000000000,PI,35049369810001.000000000000000,,CARTER OIL COMPANY,HUMBLE OIL COMPANY,PERCY HAMILTON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,1/1/1951 00:00:00,7065.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,,,GIBSON,DEESE 1,892.000000000000000,GR,892.000000000000000,,1/1/1951 00:00:00,3/20/1951 00:00:00,,2/2/1967 00:00:00,3/15/1951 00:00:00,6/25/2015 00:00:00,,,34.573943000000000,-97.328293200000005,IH,,,,,,,D,,,,
2744,139368,35049369820000.000000000000000,PI,35049369820000.000000000000000,,CARTER OIL COMPANY,HUMBLE OIL COMPANY,PERCY HAMILTON,2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,1/1/1951 00:00:00,8120.000000000000000,8120,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,DEESE 3,DEESE 2,921.000000000000000,ES,,,1/10/1951 00:00:00,7/3/1951 00:00:00,,5/23/1967 00:00:00,7/15/1951 00:00:00,2/9/2015 00:00:00,,,34.570317400000000,-97.327771499999997,IH,,,,,,,D,,,,
2745,139369,35049369830000.000000000000000,PI,35049369830000.000000000000000,,CARTER OIL COMPANY,EXXONMOBIL CORPORATION,MOSS-WILSON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,11/4/1948 00:00:00,7500.000000000000000,7499,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,CANEY,GIBSON,893.000000000000000,GR,893.000000000000000,,11/14/1948 00:00:00,3/29/1949 00:00:00,,8/2/1974 00:00:00,3/15/1949 00:00:00,11/20/2014 00:00:00,,,34.577606899999999,-97.332695999999999,IH,,,,,,,D,,,,
2746,139370,35049369830001.000000000000000,PI,35049369830001.000000000000000,,CARTER OIL COMPANY,EXXONMOBIL CORPORATION,MOSS-WILSON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,12/22/1948 00:00:00,5779.000000000000000,,,4853,DEVELOPMENT REDRILL,D R,DEVELOPMENT WELL-OIL,DO,1,,,,,CANEY,DEESE 1,893.000000000000000,GR,893.000000000000000,,1/1/1949 00:00:00,11/8/1949 00:00:00,,8/2/1974 00:00:00,11/15/1949 00:00:00,11/20/2014 00:00:00,,,34.577606899999999,-97.332695999999999,IH,,,,,,,D,,,,
2747,139371,35049369830002.000000000000000,PI,35049369830002.000000000000000,,CARTER OIL COMPANY,RICHARDSON WM S,MOSS-WILSON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-GW,P,SO OKLA FOLDED BELT,,,,12/22/1956 00:00:00,7500.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-GAS,DG,2,,,,,CANEY,LAYTON,893.000000000000000,GR,893.000000000000000,,1/1/1957 00:00:00,7/17/1957 00:00:00,,8/2/1974 00:00:00,7/15/1957 00:00:00,7/24/2015 00:00:00,,,34.577606899999999,-97.332695999999999,IH,,,,,,,D,,,,
2748,139372,35049369840000.000000000000000,PI,35049369840000.000000000000000,,DEARDORF OIL COMPANY,R & D OIL COMPANY,MOSS WILSON,1-B,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,4/20/1950 00:00:00,7106.000000000000000,7070,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,GIBSON,GIBSON,890.000000000000000,DF,,,4/30/1950 00:00:00,8/29/1950 00:00:00,,,8/15/1950 00:00:00,10/9/2014 00:00:00,,,34.577333500000002,-97.332893200000001,IH,,,,,,,D,,,,
2749,139373,35049369850000.000000000000000,PI,35049369850000.000000000000000,,HALLIBURTON ERLE P,HALLIBURTON OIL PRODUCING COMPANY,COTTRELL-MCGEE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,7/8/1949 00:00:00,7549.000000000000000,7538,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,DEESE 3,DEESE 3,897.000000000000000,DF,895.000000000000000,,7/18/1949 00:00:00,11/29/1949 00:00:00,,3/24/1972 00:00:00,11/15/1949 00:00:00,2/11/2015 00:00:00,,,34.573931999999999,-97.332668499999997,IH,,,,,,,D,,,,
2750,139374,35049369860000.000000000000000,PI,35049369860000.000000000000000,,JETT GEORGE H DRLG,JETT GEORGE H DRILLING,NIPPER,2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A,,SO OKLA FOLDED BELT,,,,10/3/1959 00:00:00,5107.000000000000000,5104,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,UNKNOWN,,PI,,LAYTON LOWER,,926.000000000000000,KB,918.000000000000000,,10/13/1959 00:00:00,11/18/1959 00:00:00,,,11/15/1959 00:00:00,10/9/2014 00:00:00,,,34.566814700000002,-97.319817299999997,IH,,,,,,,D,,,,
2751,139375,35049369860001.000000000000000,PI,35049369860001.000000000000000,,GRAND RESOURCES INC,GRAND RESOURCES INCORPORATED,NIPPER,2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL-WO,P,SO OKLA FOLDED BELT,,,,1/5/1985 00:00:00,10770.000000000000000,,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-OIL,DO,1,DEESE,8500.000000000000000,PI,,PENNSYLVANIAN CONGL,HART /GOLDEN TREND/,926.000000000000000,KB,918.000000000000000,,1/15/1985 00:00:00,3/6/1986 00:00:00,,,10/24/1984 00:00:00,7/30/2015 00:00:00,,,34.566814700000002,-97.319817299999997,IH,,,,,,,D,,,,
2752,139376,35049369870000.000000000000000,PI,35049369870000.000000000000000,,KIRKPATRICK OIL CO,LINDENMUTH & ASSOCIATES INCORPORATED,TRAPP,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,2OIL,P,SO OKLA FOLDED BELT,,,,12/1/1951 00:00:00,7222.000000000000000,7212,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,UNKNOWN,,PI,,DEESE 3,DEESE 1,885.000000000000000,GR,885.000000000000000,,12/11/1951 00:00:00,8/12/1952 00:00:00,,,8/15/1952 00:00:00,11/12/2014 00:00:00,,,34.573954000000001,-97.323908599999996,IH,,,,,,,D,,,,
2753,139377,35049369880000.000000000000000,PI,35049369880000.000000000000000,,KIRKPATRICK OIL CO,LINDENMUTH & ASSOCIATES INCORPORATED,TRAPP,1-A,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,2/1/1953 00:00:00,4950.000000000000000,4928,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,LAYTON,LAYTON,886.000000000000000,GR,886.000000000000000,,2/11/1953 00:00:00,4/15/1953 00:00:00,,1/5/2009 00:00:00,4/15/1953 00:00:00,11/20/2014 00:00:00,,,34.574228699999999,-97.323910400000003,IH,,,,,,,D,,,,
2754,139378,35049369890000.000000000000000,PI,35049369890000.000000000000000,,KIRKPATRICK OIL CO,PENNER ENERGY INCORPORATED,TRAPP-JOHNSON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,3/1/1953 00:00:00,6454.000000000000000,6454,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,CANEY,LAYTON,890.000000000000000,GR,890.000000000000000,,3/11/1953 00:00:00,8/26/1953 00:00:00,,,8/15/1953 00:00:00,11/12/2014 00:00:00,,,34.577546300000002,-97.323931900000005,IH,,,,,,,D,,,,
2755,139379,35049369900000.000000000000000,PI,35049369900000.000000000000000,,KIRKPATRICK OIL CO,KIRKPATRICK OIL COMPANY,TRAPP-SINGER UNIT,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-O,,SO OKLA FOLDED BELT,,,,5/16/1953 00:00:00,5640.000000000000000,5095,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,UNKNOWN,,PI,,CHECKERBOARD,,893.000000000000000,ES,,,5/26/1953 00:00:00,7/8/1953 00:00:00,,,7/15/1953 00:00:00,10/22/2014 00:00:00,,,34.573964900000000,-97.319434400000006,IH,,,,,,,D,,,,
2756,139380,35049369910000.000000000000000,PI,35049369910000.000000000000000,,SUPERIOR OIL CO ETAL,CASILLAS PETROLEUM CORPORATION,NIPPER,1-A,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,3/9/1954 00:00:00,5031.000000000000000,5031,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,LAYTON,LAYTON,888.000000000000000,KB,876.000000000000000,,3/19/1954 00:00:00,5/5/1954 00:00:00,,,5/15/1954 00:00:00,10/9/2014 00:00:00,,,34.570529800000003,-97.319644999999994,IH,,,,,,,D,,,,
2757,139381,35049369920000.000000000000000,PI,35049369920000.000000000000000,,WEGNER DICK,CONOCO INCORPORATED,NIPPER,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,1/1/1951 00:00:00,7332.000000000000000,7330,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,HART /GOLDEN TREND/,GIBSON,909.000000000000000,KB,906.000000000000000,,1/1/1951 00:00:00,1/3/1951 00:00:00,,5/4/1983 00:00:00,1/15/1951 00:00:00,2/11/2015 00:00:00,,,34.570299499999997,-97.323918399999997,IH,,,,,,,D,,,,
2758,139383,35049369940000.000000000000000,PI,35049369940000.000000000000000,,TRANS-TEX DRILLING,TRANS-TEX DRILLING,MCGEE A E,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-G,,SO OKLA FOLDED BELT,,,,11/3/1953 00:00:00,7589.000000000000000,7589,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,UNKNOWN,,PI,,DEESE,,922.000000000000000,GR,922.000000000000000,,11/13/1953 00:00:00,1/27/1954 00:00:00,,10/6/2003 00:00:00,1/15/1954 00:00:00,11/12/2014 00:00:00,,,34.573943700000001,-97.337053100000006,IH,,,,,,,D,,,,
2759,139384,35049369940001.000000000000000,PI,35049369940001.000000000000000,,DILLON OIL PROD,MIDWEST PIPE & SUPPLY COMPANY,MCGEE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,1/1/1954 00:00:00,8065.000000000000000,8042,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-OIL,DO,1,UNKNOWN,,PI,,GIBSON,GIBSON,922.000000000000000,GR,922.000000000000000,,1/1/1954 00:00:00,7/28/1954 00:00:00,,10/6/2003 00:00:00,7/15/1954 00:00:00,7/30/2015 00:00:00,,,34.573943700000001,-97.337053100000006,IH,,,,,,,D,,,,
2760,139385,35049369950000.000000000000000,PI,35049369950000.000000000000000,,CARTER OIL COMPANY,HUMBLE OIL COMPANY,OLION-ANTHONY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,3/31/1948 00:00:00,7490.000000000000000,7484,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,SAND,SAND,900.000000000000000,GR,900.000000000000000,,4/10/1948 00:00:00,9/21/1948 00:00:00,,,9/15/1948 00:00:00,11/12/2014 00:00:00,,,34.577618399999999,-97.337080700000001,IH,,,,,,,D,,,,
2761,139386,35049369950001.000000000000000,PI,35049369950001.000000000000000,,HUMBLE OIL & REFG CO,HUMBLE OIL & REFINING COMPANY,ANTHONY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&AW,,SO OKLA FOLDED BELT,,,,12/22/1960 00:00:00,7490.000000000000000,,,4772,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,,,PI,,GIBSON,,900.000000000000000,GR,900.000000000000000,,1/1/1961 00:00:00,11/24/1961 00:00:00,,,11/15/1961 00:00:00,6/25/2015 00:00:00,,,34.577618399999999,-97.337080700000001,IH,,,,,,,D,,,,
2762,139389,35049369970000.000000000000000,PI,35049369970000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,CHRISTIAN-FIELD,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,2/3/1948 00:00:00,6370.000000000000000,6347,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,CANEY,GIBSON,953.000000000000000,GR,953.000000000000000,,2/13/1948 00:00:00,5/25/1948 00:00:00,,,5/15/1948 00:00:00,2/3/2015 00:00:00,,,34.592099300000001,-97.345556400000007,IH,,,,,,,D,,,,
2763,139390,35049369970001.000000000000000,PI,35049369970001.000000000000000,,WOLFE DRLG CO,WOLFE DRILLING COMPANY,FIELDS CHRISTIAN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,TAW,,SO OKLA FOLDED BELT,,,,3/22/1992 00:00:00,6370.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,DEESE,6000.000000000000000,,,DEESE,,953.000000000000000,DF,,,4/1/1992 00:00:00,11/2/1993 00:00:00,,,4/2/1992 00:00:00,6/25/2015 00:00:00,,,34.592099300000001,-97.345556400000007,IH,,,,,,,D,,,,
2764,139391,35049369970002.000000000000000,PI,35049369970002.000000000000000,,WOLFE DRLG CO,WOLFE DRILLING COMPANY,FIELDS CHRISTIAN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&AW,,SO OKLA FOLDED BELT,,,,3/18/1994 00:00:00,6370.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,DEESE,6000.000000000000000,,,CANEY,,953.000000000000000,DF,948.000000000000000,,7/12/1994 00:00:00,7/14/1994 00:00:00,,,3/18/1994 00:00:00,7/6/2015 00:00:00,,,34.592099300000001,-97.345556400000007,IH,,,,,,,C,,,,
2765,139392,35049369980000.000000000000000,PI,35049369980000.000000000000000,,CARTER OIL COMPANY,R & D OIL COMPANY,CHRISTIAN-RICHRDSON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,7/20/1948 00:00:00,6530.000000000000000,6523,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,GIBSON,GIBSON,996.000000000000000,GR,996.000000000000000,,7/30/1948 00:00:00,9/21/1948 00:00:00,,1/28/1967 00:00:00,9/15/1948 00:00:00,1/14/2015 00:00:00,,,34.588464999999999,-97.349953499999998,IH,,,,,,,D,,,,
